edgeID,ftCode,road_width,gradient,count,flood_ratio_pct,Rflood_pct,Rfall_young_pct,Rfall_old_pct,rf_base_pct,rf_fence_pct,rf_slope_pct,rf_width_pct
100502,0,3.0,-0.03305282289991198,0.0,0,0,0,0,0,0,0,0
100503,0,3.0,-0.04052455856570361,0.0,0,0,0,0,0,0,0,0
100504,0,3.0,-0.01957899515020941,0.0,0,0,0,0,0,0,0,0
100505,0,3.0,-0.04162546082634683,0.0,0,0,0,0,0,0,0,0
100506,0,3.0,0.03201647896457052,0.0,0,0,0,0,0,0,0,0
100507,0,5.5,-0.03336341497750471,0.0,0,0,0,0,0,0,0,0
100508,0,3.0,0.020593518949735587,24.0,100,100,0,0,0,0,0,0
100512,0,3.0,0.07206952111255462,1.0,4,5,30,40,10,10,0,10
100513,0,3.0,0.02057698031983313,0.0,0,0,0,0,0,0,0,0
100514,0,3.0,-0.008008238200767804,0.0,0,0,0,0,0,0,0,0
100516,0,3.0,-0.05903544286826445,0.0,0,0,0,0,0,0,0,0
100518,0,3.0,-0.09038392614963646,0.0,0,0,0,0,0,0,0,0
100519,0,3.0,0.009510945446036565,0.0,0,0,0,0,0,0,0,0
100520,0,5.5,-0.02144994287153431,0.0,0,0,0,0,0,0,0,0
100521,0,3.0,-0.05202465357178987,0.0,0,0,0,0,0,0,0,0
100522,0,3.0,0.05101203417542968,0.0,0,0,0,0,0,0,0,0
100523,0,3.0,0.060310396449922705,0.0,0,0,0,0,0,0,0,0
100524,0,3.0,-0.07562956933059505,0.0,0,0,0,0,0,0,0,0
100525,0,3.0,0.025392860868009546,0.0,0,0,0,0,0,0,0,0
100526,0,3.0,0.1081289326076963,0.0,0,0,0,0,0,0,0,0
100527,0,3.0,-0.1107970800753653,0.0,0,0,0,0,0,0,0,0
100528,0,5.5,0.014151055968770924,0.0,0,0,0,0,0,0,0,0
100529,0,3.0,-0.04720585871218897,0.0,0,0,0,0,0,0,0,0
100530,0,5.5,-0.025514775555064702,0.0,0,0,0,0,0,0,0,0
100531,0,5.5,0.006641039311891057,0.0,0,0,0,0,0,0,0,0
100532,0,5.5,-0.0796366172296618,0.0,0,0,0,0,0,0,0,0
100533,0,5.5,0.009556988554634273,5.0,21,21,0,0,0,0,0,0
100534,0,5.5,0.026814634108909424,0.0,0,0,0,0,0,0,0,0
100537,0,5.5,0.0,0.0,0,0,0,0,0,0,0,0
100538,0,5.5,0.0501850858846655,0.0,0,0,0,0,0,0,0,0
100539,0,3.0,0.015067570930399066,0.0,0,0,0,0,0,0,0,0
100540,0,3.0,-0.03341623343342601,0.0,0,0,0,0,0,0,0,0
100541,0,3.0,-0.01719715690878496,0.0,0,0,0,0,0,0,0,0
100542,0,3.0,0.02963917972983473,0.0,0,0,0,0,0,0,0,0
100543,0,13.0,0.021227211831366912,0.0,0,0,15,25,15,0,0,0
100544,0,3.0,-0.05199242479816689,0.0,0,0,0,0,0,0,0,0
100545,0,13.0,0.0019272238141083457,24.0,100,100,0,0,0,0,0,0
100547,0,5.5,-0.002196313968499101,24.0,100,100,15,25,15,0,0,0
100548,0,5.5,0.023138542411897705,24.0,100,100,0,0,0,0,0,0
100554,0,3.0,-0.04063464075058165,0.0,0,0,0,0,0,0,0,0
100556,0,5.5,-0.016649659447236988,0.0,0,0,0,0,0,0,0,0
100557,0,5.5,0.010293961425707713,0.0,0,0,0,0,0,0,0,0
100558,0,5.5,0.04114657091039099,0.0,0,0,0,0,0,0,0,0
100559,0,5.5,0.048907915848256774,0.0,0,0,0,0,0,0,0,0
100560,0,5.5,0.024519051261933895,0.0,0,0,0,0,0,0,0,0
100561,0,5.5,0.052809020260369516,0.0,0,0,0,0,0,0,0,0
100563,0,3.0,-0.002098844743893618,24.0,100,100,0,0,0,0,0,0
100564,0,13.0,0.0,21.0,88,88,0,0,0,0,0,0
100565,0,3.0,0.016052836417959453,0.0,0,0,25,35,15,0,0,10
100566,0,3.0,-0.02195807815739311,0.0,0,0,25,35,15,0,0,10
100567,0,3.0,-0.024704848381992262,2.0,8,10,25,35,15,0,0,10
100571,0,3.0,-0.01986092795356432,7.0,29,29,0,0,0,0,0,0
100573,0,5.5,-0.05369356278493396,0.0,0,0,0,0,0,0,0,0
